Delay time,Estimated Surface (sq m),Estimated Height (m),Floors,Num of Workers,Bad Weather Factor (%),Design Variation Factor (%),Material Factor (%),Gov Regulation Factor (%),Site Condition Factor (%)
10,316,20,3,145,0.4,0.32,0.05,0.32,0.12
117,2567,20,6,33,0.4,0.4,0.17,0.82,0.28
6,1186,23,1,121,0.4,0.16,0.04,0.26,0.11
11,1307,6,6,107,0.4,0.24,0.01,0.93,0.12
149,309,23,4,21,0.4,0.4,0.03,0.07,0.5
12,115,11,3,48,0.4,0.24,0.04,0.37,0.07
19,914,27,3,116,0.4,0.4,0.03,0.45,0.12
24,2402,9,1,70,0.4,0.32,0.05,0.14,0.14
12,144,13,2,30,0.4,0.32,0.03,0.66,0.12
16,254,14,4,68,0.4,0.32,0.03,0.72,0.12
24,1218,24,1,74,0.4,0.16,0.03,0.32,0.14
6,2675,5,3,15,0.4,0.32,0.03,0.83,0.97
16,1013,23,4,56,0.4,0.4,0.03,0.71,0.41
139,1707,16,4,34,0.4,0.52,0.01,0.78,0.31
38,2900,18,1,59,0.4,0.16,0.09,0.43,0.66
147,119,16,5,88,0.4,0.16,0.01,0.51,0.33
11,1157,24,4,44,0.4,0.24,0.02,0.86,0.12
23,2406,24,5,101,0.4,0.16,0.06,0.31,0.69
37,1074,22,4,17,0.4,0.16,0.08,0.01,0.16
128,2518,15,6,71,0.4,0.24,0.01,0.14,0.3
40,1705,18,4,99,0.4,0.16,0.07,0.82,0.16
5,1633,12,1,134,0.4,0.32,0.03,0.4,0.11
149,2607,19,2,55,0.4,0.4,0.02,0.58,0.33
17,2698,13,2,85,0.4,0.4,0.03,0.78,0.13
1,301,22,1,39,0.24,0.24,0.03,0.8,0.56
129,2670,12,3,35,0.24,0.52,0.02,0.61,0.3
142,431,21,5,134,0.24,0.16,0.03,0.52,0.32
144,2986,21,6,71,0.24,0.32,0.02,0.07,0.32
145,20,12,1,100,0.24,0.4,0.02,0.04,0.77
122,2685,16,2,118,0.24,0.48,0.09,0.21,0.29
116,2846,19,4,16,0.24,0.24,0.03,0.97,0.97
109,1311,20,5,38,0.24,0.32,0.01,0.78,0.93
127,397,14,6,97,0.24,0.4,0.06,0.5,0.3
137,112,27,2,59,0.24,0.16,0.04,0.64,0.31
143,565,13,1,139,0.24,0.4,0.04,0.52,0.32
144,2253,19,4,16,0.24,0.52,0.03,0.91,0.2
43,2787,28,6,114,0.24,0.32,0.13,0.87,0.17
121,512,14,1,67,0.24,0.48,0.05,0.11,0.29
132,2054,22,6,56,0.24,0.4,0.02,0.87,0.3
24,2989,6,2,26,0.24,0.16,0.05,0.63,0.14
121,2682,8,6,66,0.24,0.32,0.02,0.1,0.29
114,2808,13,2,72,0.24,0.48,0.03,0.46,0.28
140,1851,12,3,48,0.24,0.4,0.02,0.54,0.32
145,2311,15,5,48,0.24,0.24,0.01,0.83,0.32
2,169,12,5,148,0.24,0.32,0.04,0.6,0.1
99,1091,17,2,51,0.24,0.24,0.02,0.33,0.69
144,2621,13,3,17,0.24,0.4,0.04,0.91,0.32
132,2413,11,5,136,0.24,0.4,0.02,0.4,0.24
190,1332,28,6,11,0.24,0.32,0.29,0.45,0.39
142,1244,14,3,62,0.24,0.32,0.02,0.71,0.32
126,1351,14,3,36,0.24,0.24,0.0,0.16,0.29
107,1347,22,6,137,0.24,0.32,0.01,0.75,0.26
135,2477,23,5,30,0.24,0.24,0.03,0.69,0.25
101,1797,13,2,77,0.24,0.24,0.16,0.76,0.26
142,1300,27,6,80,0.24,0.24,0.01,0.83,0.32
1,376,26,6,116,0.24,0.48,0.03,0.8,0.4
136,1149,14,5,16,0.24,0.24,0.01,0.36,0.44
137,2302,29,5,139,0.24,0.32,0.01,0.29,0.31
126,1867,12,3,129,0.24,0.24,0.0,0.89,0.29
139,1806,13,3,126,0.24,0.4,0.01,0.75,0.78
140,957,21,2,137,0.24,0.32,0.02,0.17,0.32
110,2432,6,2,95,0.24,0.48,0.04,0.43,0.27
124,1187,28,2,124,0.24,0.32,0.06,0.99,0.54
142,348,11,5,97,0.24,0.32,0.02,0.25,0.32
124,816,18,1,99,0.24,0.24,0.0,0.07,0.29
139,284,28,3,16,0.24,0.32,0.02,0.57,0.31
144,1239,28,4,135,0.24,0.16,0.03,0.8,0.32
5,1807,21,2,103,0.24,0.24,0.04,0.29,0.92
139,2855,26,4,124,0.24,0.32,0.03,0.88,0.08
143,2132,11,5,61,0.24,0.32,0.04,0.66,0.46
126,981,21,5,90,0.24,0.24,0.0,0.14,0.29
115,1713,25,3,97,0.24,0.32,0.21,0.1,0.28
3,1204,12,6,57,0.24,0.32,0.04,0.04,0.2
140,1279,24,3,25,0.24,0.4,0.02,0.15,0.32
138,987,28,2,48,0.24,0.52,0.02,0.65,0.31
136,1206,22,1,58,0.24,0.32,0.0,0.27,0.31
147,2526,27,4,48,0.24,0.4,0.04,0.62,0.33
112,1148,9,3,135,0.24,0.48,0.04,0.3,0.27
132,2822,15,2,115,0.24,0.24,0.01,0.1,0.3
123,2809,18,6,117,0.24,0.32,0.01,0.55,0.29
2,158,26,4,70,0.24,0.16,0.02,0.9,0.47
139,1719,16,6,52,0.24,0.4,0.04,0.7,0.31
128,2032,29,2,30,0.24,0.52,0.01,0.1,0.3
93,819,17,1,40,0.24,0.4,0.01,0.16,0.24
125,2246,12,4,94,0.24,0.32,0.01,0.61,0.29
143,2894,18,6,116,0.24,0.4,0.04,0.31,0.77
133,1782,23,2,41,0.24,0.24,0.0,0.84,0.3
127,739,19,2,123,0.24,0.24,0.01,0.41,0.3
19,1777,27,2,35,0.24,0.08,0.06,0.43,0.13
135,2630,8,5,110,0.24,0.4,0.02,0.78,0.88
149,1064,18,3,148,0.24,0.4,0.04,0.98,0.33
143,2376,29,3,29,0.24,0.32,0.04,0.61,0.32
135,920,28,2,38,0.24,0.48,0.02,0.35,0.31
114,1478,29,1,44,0.24,0.32,0.04,0.04,0.26
28,1870,10,1,83,0.24,0.48,0.16,0.65,0.14
126,1128,11,4,55,0.24,0.4,0.01,0.89,0.29
143,2476,24,6,134,0.24,0.48,0.04,0.26,0.77
124,1381,27,3,52,0.24,0.24,0.02,0.81,0.29
130,507,8,5,36,0.24,0.4,0.04,0.3,0.3
145,452,8,1,108,0.24,0.4,0.04,0.44,0.54
145,572,25,3,114,0.24,0.32,0.03,0.52,0.32
145,434,24,6,140,0.24,0.48,0.07,0.19,0.32
120,523,18,6,145,0.24,0.48,0.04,0.22,0.28
14,2101,6,6,45,0.24,0.16,0.07,0.66,0.12
132,1928,9,3,67,0.24,0.32,0.01,0.64,0.3
117,1629,13,2,23,0.24,0.32,0.21,0.9,0.28
23,369,10,3,57,0.24,0.32,0.05,0.49,0.49
146,2628,16,6,150,0.24,0.4,0.03,0.23,0.32
128,1458,8,3,85,0.24,0.68,0.0,0.82,0.44
4,2775,23,3,130,0.24,0.24,0.05,0.55,0.11
128,580,9,1,17,0.24,0.08,0.02,0.89,0.3
130,1060,16,2,61,0.24,0.16,0.03,0.28,0.3
133,2093,6,6,74,0.24,0.4,0.06,0.57,0.3
131,898,17,6,52,0.24,0.32,0.02,0.83,0.3
0,947,26,5,30,0.24,0.32,0.07,0.64,0.5
126,2685,12,2,130,0.24,0.32,0.04,0.49,0.29
5,2344,11,6,147,0.24,0.24,0.04,0.27,0.11
136,325,22,3,40,0.24,0.16,0.02,0.82,0.31
2,2717,16,5,127,0.24,0.24,0.01,0.58,0.1
43,1903,10,1,128,0.24,0.52,0.09,0.86,0.17
122,2720,29,5,86,0.24,0.24,0.01,0.29,0.89
143,1755,17,5,44,0.24,0.24,0.03,0.61,0.32
36,1010,14,2,118,0.24,0.32,0.14,0.42,0.59
143,1998,25,3,20,0.24,0.4,0.01,0.88,0.32
145,32,25,3,129,0.24,0.48,0.06,1.0,0.35
3,1201,28,6,124,0.24,0.24,0.04,0.42,0.21
4,1777,19,3,140,0.24,0.4,0.04,0.72,0.11
112,203,26,6,140,0.24,0.32,0.02,0.51,0.27
115,2625,19,4,149,0.24,0.4,0.03,0.86,0.36
19,2539,13,3,110,0.24,0.52,0.04,0.43,0.6
28,1078,11,1,101,0.24,0.64,0.09,0.28,0.11
109,2497,17,6,48,0.24,0.48,0.06,0.63,0.27
141,1129,29,1,135,0.24,0.4,0.04,0.19,0.1
38,2218,6,3,19,0.24,0.4,0.11,0.38,0.24
134,2862,16,2,48,0.24,0.24,0.02,0.64,0.31
141,1401,7,5,85,0.24,0.24,0.05,0.78,0.32
147,672,27,2,44,0.24,0.32,0.03,0.89,0.33
135,1676,10,1,124,0.24,0.32,0.01,0.48,0.31
31,580,28,5,98,0.24,0.48,0.1,0.45,0.15
127,2554,17,5,137,0.24,0.16,0.03,0.43,0.3
15,1791,12,1,31,0.24,0.52,0.06,0.22,0.95
136,459,12,5,82,0.24,0.4,0.04,0.19,0.31
113,246,16,2,127,0.24,0.24,0.02,0.05,0.27
1,2303,28,4,34,0.24,0.52,0.05,0.45,0.57
28,2419,18,1,62,0.24,0.32,0.07,0.24,0.14
133,1020,8,2,105,0.24,0.32,0.01,0.32,0.2
145,1668,5,6,113,0.24,0.32,0.03,0.68,0.32
19,70,16,4,67,0.24,0.32,0.06,0.27,0.13
124,1863,23,6,116,0.24,0.48,0.04,0.95,0.59
145,2623,14,4,124,0.24,0.24,0.05,0.11,0.32
141,164,10,5,150,0.24,0.4,0.03,0.34,1.0
117,2969,19,4,133,0.24,0.32,0.02,0.59,0.28
108,861,15,4,69,0.24,0.52,0.02,0.05,0.27
149,2418,8,1,82,0.24,0.52,0.04,0.62,0.33
133,1013,24,5,90,0.24,0.4,0.01,0.25,0.3
148,2919,17,3,66,0.24,0.32,0.04,0.76,0.33
128,232,16,1,129,0.24,0.48,0.06,0.09,0.57
144,815,9,4,42,0.24,0.24,0.02,0.57,0.32
9,1914,15,6,145,0.24,0.24,0.05,0.32,0.22
124,1531,17,1,120,0.24,0.24,0.0,0.37,0.29
115,935,6,6,118,0.24,0.24,0.01,0.17,0.28
137,190,18,6,21,0.24,0.32,0.03,0.69,0.31
121,1686,29,5,122,0.24,0.4,0.02,0.95,0.29
124,432,6,4,68,0.24,0.4,0.03,0.48,0.1
126,769,5,3,10,0.24,0.24,0.04,0.41,0.29
34,2400,21,3,38,0.24,0.32,0.07,0.06,0.15
147,639,25,6,49,0.24,0.24,0.04,0.8,0.67
94,21,22,3,87,0.24,0.24,0.01,0.5,0.24
142,1455,27,2,76,0.24,0.32,0.02,0.29,0.32
141,2778,15,4,87,0.24,0.32,0.02,0.92,0.32
140,2271,15,2,130,0.24,0.4,0.01,0.14,0.32
62,1939,22,2,17,0.24,0.52,0.14,0.77,0.2
133,1121,25,2,33,0.24,0.16,0.02,0.39,0.3
133,264,5,1,21,0.24,0.32,0.02,0.27,0.61
121,1312,16,6,70,0.24,0.24,0.02,0.94,0.29
3,316,18,1,77,0.24,0.24,0.03,0.24,0.1
138,2831,28,5,105,0.24,0.24,0.02,0.85,0.31
145,1037,19,1,116,0.24,0.32,0.07,0.11,0.19
142,2479,17,2,20,0.24,0.32,0.02,0.9,0.32
126,2068,24,6,26,0.24,0.52,0.03,0.68,0.29
1,972,13,1,36,0.24,0.92,0.06,0.17,0.1
131,1579,6,6,20,0.24,0.24,0.01,0.02,0.49
120,2403,12,6,81,0.24,0.32,0.01,0.74,0.28
49,1891,25,1,45,0.24,0.32,0.11,0.26,0.18
109,1166,27,5,44,0.24,0.48,0.04,0.22,0.27
139,527,12,1,93,0.24,0.24,0.03,0.02,0.62
118,1734,13,6,114,0.24,0.16,0.01,0.27,0.59
113,1193,19,3,69,0.24,0.16,0.01,0.36,0.27
18,2080,14,1,11,0.24,0.32,0.07,0.71,0.13
149,90,17,5,68,0.24,0.24,0.03,0.1,0.33
126,2074,13,6,135,0.24,0.4,0.02,0.44,0.29
8,928,25,3,28,0.24,0.4,0.04,0.15,0.11
6,1837,30,2,141,0.24,0.24,0.05,0.2,0.11
124,1445,8,2,64,0.24,0.24,0.01,0.88,0.29
123,1299,24,2,149,0.24,0.4,0.0,0.91,0.61
132,1794,9,6,37,0.24,0.32,0.03,0.37,0.35
137,2230,21,3,22,0.24,0.16,0.04,0.07,0.31
133,1339,11,2,132,0.24,0.32,0.06,0.97,0.3
125,1029,29,1,86,0.24,0.32,0.03,0.94,0.29
131,1378,14,6,86,0.24,0.24,0.01,0.76,0.3
19,2906,22,6,117,0.24,0.24,0.03,0.57,0.13
20,1370,25,2,124,0.24,0.32,0.07,0.22,0.13
132,882,7,5,72,0.24,0.32,0.02,0.52,0.3
134,809,10,5,150,0.24,0.52,0.03,0.84,0.08
109,2573,5,5,54,0.24,0.24,0.03,0.88,0.02
25,1421,30,3,119,0.24,0.24,0.08,0.86,0.57
125,543,5,6,37,0.24,0.32,0.02,0.41,0.29
46,712,18,5,51,0.24,0.64,0.1,0.29,0.17
119,265,12,4,25,0.24,0.24,0.03,0.99,0.28
118,1061,20,4,53,0.24,0.32,0.02,0.12,0.39
125,1117,14,3,93,0.24,0.24,0.01,0.96,0.81
117,2027,16,6,65,0.24,0.24,0.01,0.84,0.28
15,196,21,2,92,0.24,0.32,0.08,0.1,0.83
131,638,25,1,121,0.24,0.24,0.03,0.19,0.3
7,819,22,4,27,0.24,0.16,0.05,0.66,0.11
138,2938,30,2,97,0.24,0.16,0.01,0.39,0.31
140,534,26,4,119,0.24,0.24,0.02,0.31,0.32
126,2917,26,6,122,0.24,0.32,-0.0,0.67,0.61
29,203,30,6,124,0.24,0.24,0.03,0.53,0.14
112,1518,15,5,74,0.24,0.4,0.01,0.57,0.51
137,2474,19,5,58,0.24,0.24,0.02,0.75,0.31
116,2472,22,2,27,0.24,0.24,0.01,0.15,0.28
23,2127,12,5,13,0.24,0.16,0.08,0.46,0.14
120,1922,7,5,84,0.24,0.4,0.02,0.34,0.28
149,1708,18,6,125,0.24,0.32,0.06,0.45,0.33
133,438,18,3,50,0.24,0.24,0.02,0.9,0.3
127,1567,9,3,67,0.24,0.24,0.01,0.19,0.3
136,464,8,2,71,0.24,0.32,0.03,0.31,0.31
62,467,26,3,74,0.24,0.16,0.12,0.61,0.92
143,695,11,4,16,0.24,0.4,0.04,0.7,0.32
117,2561,24,6,110,0.24,0.24,0.02,0.17,0.28
167,2941,20,5,40,0.24,0.16,0.31,1.0,0.53
3,95,17,6,34,0.24,0.4,0.04,0.23,0.1
143,147,28,4,120,0.24,0.32,0.03,0.27,0.32
139,2898,14,3,81,0.24,0.16,0.04,0.01,0.31
8,1584,11,4,41,0.24,0.24,0.06,0.5,0.11
1,2713,17,3,118,0.24,0.32,0.04,0.82,0.1
12,2193,18,4,20,0.24,0.16,0.04,0.41,0.12
16,625,22,4,50,0.24,0.24,0.08,0.46,0.97
138,2228,20,1,64,0.24,0.32,0.02,0.45,0.31
147,23,20,5,47,0.24,0.52,0.04,0.54,0.33
126,1344,29,5,150,0.24,0.24,0.01,0.61,0.29
130,66,24,5,139,0.24,0.4,0.03,0.74,0.3
135,311,5,6,14,0.24,0.76,0.02,0.54,0.31
148,2030,29,2,37,0.24,0.4,0.05,0.19,0.33
192,814,7,6,50,0.24,0.16,0.28,0.57,0.4
133,1201,28,6,26,0.24,0.4,0.02,0.67,0.3
38,2884,13,1,92,0.24,0.24,0.08,0.66,0.51
134,882,5,5,27,0.24,0.24,0.03,0.2,0.31
87,2163,5,4,120,0.24,0.4,0.15,0.12,0.23
124,2382,9,3,68,0.24,0.4,0.01,0.49,0.29
114,1161,12,2,130,0.24,0.16,0.03,0.84,0.28
134,383,12,4,115,0.24,0.24,0.04,0.49,0.31
131,713,10,4,94,0.24,0.52,0.03,0.55,0.49
40,2332,29,3,136,0.24,0.48,0.1,0.01,0.83
116,982,17,1,120,0.24,0.52,0.03,0.33,0.88
127,1654,24,6,26,0.24,0.24,0.01,0.03,0.3
11,511,23,3,143,0.24,0.52,0.06,0.15,0.12
120,351,22,2,76,0.24,0.64,0.01,0.38,0.28
110,1692,18,5,99,0.24,0.16,0.03,0.85,0.27
20,88,14,2,54,0.24,0.4,0.06,0.75,0.13
129,1599,8,2,22,0.24,0.32,0.02,0.3,0.3
93,397,25,2,116,0.24,0.24,0.02,0.37,0.24
140,655,17,6,144,0.24,0.4,0.04,0.09,0.32
133,478,27,6,21,0.24,0.16,0.05,0.63,0.3
26,446,9,4,48,0.24,0.24,0.07,0.46,0.14
141,618,16,6,143,0.24,0.32,0.01,0.32,0.94
6,1318,16,4,150,0.24,0.16,0.04,0.07,0.11
129,77,25,4,80,0.24,0.32,0.02,0.03,0.3
126,2747,26,2,52,0.24,0.16,0.02,0.62,0.29
149,386,17,5,14,0.24,0.08,0.04,0.38,0.33
34,433,17,4,15,0.24,0.52,0.09,0.68,0.15
62,104,20,3,97,0.24,0.16,0.13,0.06,0.2
138,1972,24,2,89,0.24,0.32,0.02,0.61,0.31
140,2545,23,1,17,0.24,0.32,0.02,0.2,0.32
127,218,22,2,126,0.24,0.16,0.01,0.76,0.3
2,2181,14,2,69,0.24,0.24,0.04,0.49,0.01
143,556,16,6,91,0.24,0.32,0.03,0.69,0.44
141,452,9,3,23,0.24,0.24,0.05,0.5,0.32
122,1895,8,5,78,0.24,0.48,0.01,0.18,0.29
148,265,22,3,46,0.24,0.16,0.04,0.7,0.33
20,2026,6,3,123,0.24,0.24,0.05,0.42,0.39
139,1239,23,2,129,0.24,0.4,0.02,0.93,0.04
10,2218,23,4,11,0.24,0.24,0.04,0.94,0.12
129,1849,7,4,35,0.24,0.24,0.01,0.93,0.3
5,600,18,2,73,0.24,0.32,0.06,0.87,0.11
126,395,8,6,69,0.24,0.16,0.01,0.67,0.29
123,2330,23,2,122,0.24,0.16,0.01,0.96,0.29
39,2273,25,5,74,0.24,0.32,0.09,0.63,0.21
104,1312,20,1,52,0.24,0.32,0.01,0.98,0.26
148,2277,8,3,109,0.24,0.4,0.03,0.06,0.29
51,2678,11,6,149,0.24,0.16,0.1,0.53,0.18
147,2017,21,2,72,0.24,0.32,0.06,0.28,0.19
13,2948,26,3,61,0.24,0.16,0.05,0.29,0.12
125,822,12,4,129,0.24,0.4,0.02,0.68,0.29
24,606,16,6,110,0.24,0.24,0.11,0.09,0.14
124,1150,26,4,34,0.24,0.4,0.03,0.1,0.29
68,783,30,3,13,0.24,0.52,-0.04,0.27,0.2
68,724,23,1,138,0.24,0.48,0.18,0.23,0.2
113,1475,20,6,70,0.24,0.24,0.01,0.62,0.27
142,418,21,5,77,0.24,0.08,0.04,0.84,0.32
135,2047,10,3,149,0.24,0.16,-0.0,0.01,0.31
141,2732,9,5,60,0.24,0.48,0.03,0.63,0.32
141,816,9,4,88,0.24,0.48,0.03,0.11,0.32
140,415,29,1,107,0.24,0.32,0.03,0.57,0.32
144,1129,26,1,76,0.24,0.24,0.05,0.12,0.32
128,244,20,6,57,0.24,0.52,0.04,0.23,0.3
32,296,21,1,12,0.24,0.24,0.13,0.83,0.75
129,2064,24,1,136,0.24,0.4,0.02,0.04,0.3
110,2012,5,5,143,0.24,0.48,0.04,0.81,0.25
13,32,27,6,109,0.24,0.32,0.05,0.09,0.12
14,180,24,3,91,0.24,0.24,0.06,0.7,0.76
114,1131,15,2,137,0.24,0.92,0.01,0.86,0.23
136,860,22,5,76,0.24,0.08,0.02,0.32,0.31
128,266,20,3,73,0.24,0.24,0.01,0.7,0.3
126,1786,22,2,11,0.24,0.32,0.0,0.5,0.29
147,2536,18,2,147,0.24,0.16,0.04,0.23,0.89
139,2289,17,3,117,0.24,0.08,0.03,0.57,0.3
130,1475,30,4,35,0.24,0.24,0.02,0.29,0.3
12,1569,10,6,47,0.24,0.24,0.05,0.73,0.12
36,2013,9,6,69,0.24,0.16,0.08,0.23,0.39
130,516,29,6,132,0.24,0.32,0.02,0.44,0.3
5,1556,11,6,99,0.24,0.24,0.04,0.92,0.11
68,912,8,5,93,0.24,0.32,0.13,0.53,0.2
123,2680,18,2,77,0.24,0.16,0.01,0.65,0.29
149,1459,13,5,109,0.24,0.48,0.04,0.36,0.63
21,1516,30,3,54,0.24,0.32,0.07,0.69,0.77
121,344,21,2,125,0.24,0.64,0.04,0.47,0.29
130,1264,24,5,11,0.24,0.32,0.01,0.66,0.3
140,2656,13,6,101,0.24,0.32,0.0,0.54,0.64
132,564,9,1,38,0.24,0.64,0.01,0.46,0.3
28,1574,14,4,33,0.24,0.24,0.07,0.15,0.14
149,856,21,3,118,0.24,0.24,0.06,0.98,0.33
1,1752,17,2,12,0.24,0.24,0.05,0.79,0.1
53,1025,24,4,38,0.24,0.16,0.12,0.39,0.18
139,2502,15,3,13,0.24,0.24,0.04,0.18,0.31
134,1265,23,4,148,0.24,0.48,0.02,0.08,0.64
143,726,22,5,47,0.24,0.32,0.06,0.76,0.13
145,1651,21,1,15,0.24,0.16,0.03,0.97,0.32
0,1490,25,5,53,0.24,0.16,0.05,0.06,0.5
148,619,6,5,121,0.24,0.32,0.04,0.77,0.33
109,2954,30,3,15,0.24,0.16,0.03,0.14,0.27
13,1413,11,1,92,0.24,0.24,0.06,0.18,0.12
125,2743,18,2,145,0.24,0.08,0.01,0.59,0.81
142,789,8,3,114,0.24,0.24,0.02,0.46,0.32
134,290,22,3,99,0.24,0.16,0.02,0.77,0.31
139,2221,12,5,47,0.24,0.16,0.03,0.13,0.31
43,2895,18,1,42,0.24,0.24,0.09,0.57,0.17
145,1793,9,4,93,0.24,0.24,0.04,0.86,0.32
137,34,21,3,101,0.24,0.32,0.03,0.6,0.97
8,1636,9,3,110,0.24,0.24,0.05,0.95,0.73
123,2469,26,2,113,0.24,0.24,0.01,0.55,0.29
137,443,20,5,106,0.24,0.4,0.01,0.01,0.31
21,1584,24,1,33,0.24,0.24,0.04,0.81,0.13
148,2418,24,6,134,0.24,0.32,0.05,0.19,0.33
122,808,8,1,16,0.24,0.16,0.02,0.14,0.29
131,1891,16,6,88,0.24,0.4,0.02,0.37,0.3
37,981,14,2,40,0.24,0.24,0.08,0.29,0.16
129,1447,8,3,138,0.24,0.4,0.04,0.49,0.3
26,2966,28,4,29,0.24,0.16,0.09,0.58,0.14
110,2773,6,3,41,0.24,0.16,0.02,0.4,0.27
0,2510,22,6,54,0.24,0.32,0.04,0.93,0.5
139,885,17,1,60,0.24,0.32,0.03,0.98,0.31
21,979,15,6,97,0.24,0.16,0.04,0.18,0.13
11,164,29,5,61,0.24,0.08,0.05,0.23,0.12
130,595,21,1,93,0.24,0.48,0.0,0.33,0.3
120,2672,17,6,72,0.24,0.48,0.02,0.83,0.28
132,1590,28,3,43,0.24,0.08,0.01,0.51,0.3
132,2562,7,1,20,0.24,0.16,0.01,0.97,0.3
148,2022,22,1,38,0.24,0.16,0.03,0.18,0.33
31,1330,30,2,97,0.24,0.68,0.06,0.93,0.15
140,1372,14,1,47,0.24,0.16,0.03,0.33,0.84
3,145,17,4,76,0.24,0.32,0.01,0.48,0.1
6,806,14,1,22,0.24,0.24,0.04,0.02,0.11
141,1053,15,1,146,0.24,0.32,0.02,0.8,0.55
144,1495,26,2,80,0.24,0.32,0.03,0.71,0.32
11,1429,16,5,22,0.24,0.68,0.02,0.43,0.99
8,1124,12,4,130,0.24,0.24,0.04,0.14,0.11
30,829,18,4,133,0.24,0.48,0.08,0.82,0.15
142,697,10,1,64,0.24,0.16,0.02,0.68,0.67
119,1886,22,2,24,0.24,0.32,0.03,0.31,0.28
149,2872,19,1,51,0.24,0.16,0.04,0.59,0.33
115,1440,7,4,30,0.24,0.52,0.03,0.71,0.5
2,2324,21,6,105,0.24,0.48,0.05,0.17,0.85
131,1953,13,3,132,0.24,0.24,0.01,0.62,0.3
140,2874,10,6,80,0.24,0.32,0.02,0.43,0.32
16,2116,21,6,87,0.24,0.24,0.09,0.73,0.4
53,406,19,3,80,0.24,0.16,0.11,0.54,0.18
140,960,11,1,96,0.24,0.32,0.02,0.83,0.32
31,2396,18,2,62,0.24,0.24,0.08,0.16,0.15
148,2210,17,5,121,0.24,0.32,0.04,0.73,0.62
66,640,27,3,90,0.24,0.16,0.12,0.17,0.2
50,1869,10,2,141,0.24,0.48,0.11,0.89,0.18
139,1315,16,2,67,0.24,0.32,0.02,0.0,0.31
135,1003,9,6,98,0.24,0.24,0.03,0.33,0.67
19,2779,17,1,67,0.24,0.4,0.07,0.86,0.13
138,1491,5,5,67,0.24,0.4,0.04,0.07,0.21
45,1616,28,3,94,0.24,0.24,0.09,0.28,0.17
43,740,15,4,62,0.24,0.16,0.08,0.68,0.17
1,1766,28,5,43,0.24,0.48,0.05,0.61,0.61
10,2230,19,4,36,0.24,0.32,0.05,0.2,0.12
36,1216,7,5,30,0.24,0.4,0.04,0.05,0.16
17,2791,29,4,117,0.24,0.24,0.05,0.47,0.13
133,755,8,6,69,0.24,0.32,0.02,0.34,0.28
11,2843,19,4,43,0.24,0.16,0.03,0.69,0.12
143,287,14,6,22,0.24,0.16,0.03,0.76,0.32
39,2755,8,4,12,0.24,0.32,0.07,0.14,0.16
15,2992,12,5,72,0.24,0.32,0.05,0.19,0.02
4,1879,27,4,90,0.24,0.68,0.02,0.59,0.09
136,1882,12,4,46,0.24,0.4,0.05,0.61,0.31
39,1564,21,2,38,0.24,0.32,0.08,0.56,0.16
29,1226,21,5,44,0.24,0.24,0.08,0.52,0.14
141,414,19,4,63,0.24,0.16,0.02,1.0,0.32
143,1307,17,6,43,0.24,0.64,0.03,0.53,0.28
42,1072,7,2,119,0.24,0.4,0.1,0.06,0.16
142,861,25,1,135,0.24,0.24,0.02,0.09,0.21
133,766,21,1,124,0.24,0.24,0.01,0.31,0.3
143,2804,21,4,111,0.24,0.32,0.03,0.83,0.32
32,911,12,5,130,0.24,0.64,0.06,0.02,0.15
141,386,16,6,117,0.24,0.32,0.03,0.46,0.42
17,2234,9,2,65,0.24,0.24,0.04,0.66,0.13
120,973,16,3,51,0.24,0.08,0.02,0.76,0.28
10,567,10,4,86,0.24,0.4,0.04,0.85,0.12
68,962,10,3,104,0.24,0.16,0.12,0.02,0.2
149,1448,24,6,21,0.24,0.16,0.05,0.93,0.33
53,1888,20,3,140,0.24,0.32,0.1,0.94,0.18
139,34,5,5,26,0.24,0.4,0.08,0.63,0.81
134,1012,18,4,88,0.24,0.4,0.02,0.71,0.31
144,1052,10,5,20,0.24,0.32,0.03,0.84,0.32
26,351,25,2,82,0.24,0.48,0.08,0.87,0.14
124,135,24,3,91,0.24,0.24,0.05,0.34,0.29
24,2473,8,6,52,0.24,0.48,0.07,0.02,0.14
126,1236,22,1,116,0.24,0.16,0.01,0.35,0.29
33,2093,13,6,10,0.24,0.64,0.08,0.46,0.15
142,225,27,5,59,0.24,0.08,0.02,1.0,0.32
26,102,13,1,47,0.24,0.24,0.07,0.72,0.18
15,671,21,1,119,0.24,0.48,0.06,0.92,0.12
147,907,7,1,119,0.24,0.52,0.02,0.09,0.33
144,1556,21,3,147,0.24,0.16,0.02,0.36,0.42
26,2624,8,3,147,0.24,0.16,0.09,0.21,0.14
122,2917,20,5,68,0.24,0.32,0.03,0.09,0.29
19,2764,29,5,62,0.24,0.16,0.06,0.29,0.13
141,1264,26,3,142,0.24,0.16,0.02,0.18,0.32
145,1125,12,1,37,0.24,0.16,0.03,0.08,0.32
20,1194,20,3,81,0.24,0.64,0.04,0.65,0.13
31,1867,8,2,13,0.24,0.16,0.08,0.86,0.15
17,48,8,4,110,0.24,0.16,0.06,0.16,0.75
136,1907,17,2,70,0.24,0.16,0.01,0.53,0.01
139,652,19,3,139,0.24,0.48,0.04,0.63,0.31
17,2978,11,1,84,0.24,0.16,0.06,0.87,0.2
147,1868,18,3,97,0.24,0.24,0.03,0.85,0.33
126,1163,22,3,52,0.24,0.52,0.02,0.24,0.28
20,1123,25,1,55,0.24,0.4,0.06,0.23,0.75
